order_id,customer_id,amount,currency,status,created_at,updated_at
100055,C0058,42.12,USD,completed,2026-08-28T12:09:30+00:00,2026-08-28T12:13:30+00:00
100056,C0065,60.87,USD,pending,2026-08-28T11:25:30+00:00,2026-08-28T12:08:30+00:00
100057,C0069,82.72,USD,pending,2026-08-28T11:23:30+00:00,2026-08-28T12:20:30+00:00
100058,C0065,35.93,USD,refunded,2026-08-28T11:52:30+00:00,2026-08-28T12:04:30+00:00
100059,C0017,46.11,USD,completed,2026-08-28T11:24:30+00:00,2026-08-28T12:13:30+00:00
100060,C0025,118.28,USD,completed,2026-08-28T10:00:30+00:00,2026-08-28T12:05:30+00:00
100061,C0057,68.62,USD,pending,2026-08-28T09:45:30+00:00,2026-08-28T12:06:30+00:00
100062,C0050,40.84,USD,completed,2026-08-28T11:54:30+00:00,2026-08-28T12:15:30+00:00
100063,C0035,42.16,USD,completed,2026-08-28T10:11:30+00:00,2026-08-28T12:15:30+00:00
100064,C0067,125.41,USD,pending,2026-08-28T10:12:30+00:00,2026-08-28T12:12:30+00:00
100065,C0049,74.41,USD,pending,2026-08-28T10:15:30+00:00,2026-08-28T12:20:30+00:00
100066,C0027,20.32,USD,completed,2026-08-28T09:13:30+00:00,2026-08-28T12:03:30+00:00
100067,C0068,76.67,USD,refunded,2026-08-28T11:00:30+00:00,2026-08-28T12:12:30+00:00
100068,C0007,35.45,USD,completed,2026-08-28T09:19:30+00:00,2026-08-28T12:17:30+00:00
100069,C0059,54.23,USD,pending,2026-08-28T10:44:30+00:00,2026-08-28T12:18:30+00:00
100070,C0062,24.01,USD,pending,2026-08-28T09:40:30+00:00,2026-08-28T12:04:30+00:00
100071,C0019,49.42,USD,cancelled,2026-08-28T10:28:30+00:00,2026-08-28T12:14:30+00:00
100072,C0060,37.88,USD,cancelled,2026-08-28T11:54:30+00:00,2026-08-28T12:12:30+00:00
100073,C0064,29.72,USD,cancelled,2026-08-28T10:21:30+00:00,2026-08-28T12:13:30+00:00
100074,C0005,95.31,USD,refunded,2026-08-28T09:00:30+00:00,2026-08-28T12:00:30+00:00
100075,C0064,224.84,USD,cancelled,2026-08-28T09:58:30+00:00,2026-08-28T12:20:30+00:00
100076,C0011,78.34,USD,cancelled,2026-08-28T10:16:30+00:00,2026-08-28T12:21:30+00:00
100077,C0022,64.02,USD,completed,2026-08-28T11:26:30+00:00,2026-08-28T12:13:30+00:00
100078,C0070,29.22,USD,refunded,2026-08-28T09:55:30+00:00,2026-08-28T12:03:30+00:00
100079,C0064,49.94,USD,cancelled,2026-08-28T10:08:30+00:00,2026-08-28T12:04:30+00:00
100080,C0070,39.73,USD,cancelled,2026-08-28T10:20:30+00:00,2026-08-28T12:09:30+00:00
100081,C0059,20.55,USD,cancelled,2026-08-28T11:35:30+00:00,2026-08-28T12:00:30+00:00
100082,C0003,77.69,USD,pending,2026-08-28T10:12:30+00:00,2026-08-28T12:14:30+00:00
100083,C0006,55.57,USD,refunded,2026-08-28T09:41:30+00:00,2026-08-28T12:15:30+00:00
100084,C0042,38.5,USD,cancelled,2026-08-28T09:52:30+00:00,2026-08-28T12:09:30+00:00
100085,C0034,25.2,USD,refunded,2026-08-28T10:08:30+00:00,2026-08-28T12:19:30+00:00
100086,C0063,73.29,USD,completed,2026-08-28T10:48:30+00:00,2026-08-28T12:01:30+00:00
100087,C0013,120.58,USD,completed,2026-08-28T10:27:30+00:00,2026-08-28T12:14:30+00:00
100088,C0049,60.48,USD,completed,2026-08-28T11:19:30+00:00,2026-08-28T12:15:30+00:00
100089,C0007,43.36,USD,completed,2026-08-28T10:15:30+00:00,2026-08-28T12:19:30+00:00
100090,C0063,80.41,USD,completed,2026-08-28T10:55:30+00:00,2026-08-28T12:20:30+00:00
100091,C0019,33.52,USD,completed,2026-08-28T10:26:30+00:00,2026-08-28T12:20:30+00:00
100092,C0005,17.3,USD,completed,2026-08-28T10:17:30+00:00,2026-08-28T12:06:30+00:00
100093,C0045,147.17,USD,pending,2026-08-28T10:25:30+00:00,2026-08-28T12:14:30+00:00
100094,C0057,145.19,USD,cancelled,2026-08-28T10:03:30+00:00,2026-08-28T12:05:30+00:00
100095,C0001,48.61,USD,cancelled,2026-08-28T09:39:30+00:00,2026-08-28T12:01:30+00:00
100096,C0016,59.6,USD,completed,2026-08-28T10:23:30+00:00,2026-08-28T12:05:30+00:00
100097,C0073,143.6,USD,pending,2026-08-28T09:16:30+00:00,2026-08-28T12:00:30+00:00
100098,C0037,31.32,USD,cancelled,2026-08-28T10:21:30+00:00,2026-08-28T12:21:30+00:00
100099,C0030,61.31,USD,completed,2026-08-28T09:23:30+00:00,2026-08-28T12:15:30+00:00
100100,C0063,92.42,USD,cancelled,2026-08-28T09:55:30+00:00,2026-08-28T12:18:30+00:00
100101,C0010,149.31,USD,completed,2026-08-28T10:52:30+00:00,2026-08-28T12:18:30+00:00
100102,C0059,36.89,USD,completed,2026-08-28T10:09:30+00:00,2026-08-28T12:08:30+00:00
100103,C0009,36.65,USD,cancelled,2026-08-28T11:41:30+00:00,2026-08-28T12:16:30+00:00
100104,C0029,63.68,USD,completed,2026-08-28T09:39:30+00:00,2026-08-28T12:04:30+00:00
100105,C0029,41.72,USD,completed,2026-08-28T09:43:30+00:00,2026-08-28T12:17:30+00:00
100106,C0068,134.35,USD,completed,2026-08-28T09:24:30+00:00,2026-08-28T12:05:30+00:00
100107,C0011,37.98,USD,completed,2026-08-28T10:47:30+00:00,2026-08-28T12:15:30+00:00
100108,C0019,63.63,USD,completed,2026-08-28T11:13:30+00:00,2026-08-28T12:19:30+00:00
100109,C0024,63.16,USD,refunded,2026-08-28T11:30:30+00:00,2026-08-28T12:18:30+00:00
100110,C0073,49.42,USD,completed,2026-08-28T10:58:30+00:00,2026-08-28T12:15:30+00:00
100111,C0021,22.74,USD,cancelled,2026-08-28T11:51:30+00:00,2026-08-28T12:11:30+00:00
100112,C0070,118.81,USD,completed,2026-08-28T12:13:30+00:00,2026-08-28T12:18:30+00:00
100113,C0037,63.98,USD,completed,2026-08-28T12:04:30+00:00,2026-08-28T12:14:30+00:00
100114,C0042,83.64,USD,cancelled,2026-08-28T12:05:30+00:00,2026-08-28T12:18:30+00:00
100115,C0050,79.5,USD,completed,2026-08-28T10:34:30+00:00,2026-08-28T12:12:30+00:00
100116,C0054,42.12,USD,pending,2026-08-28T10:32:30+00:00,2026-08-28T12:06:30+00:00
100117,C0050,45.18,USD,completed,2026-08-28T10:29:30+00:00,2026-08-28T12:13:30+00:00
100118,C0008,45.07,USD,completed,2026-08-28T09:32:30+00:00,2026-08-28T12:09:30+00:00
100119,C0031,108.34,USD,refunded,2026-08-28T10:59:30+00:00,2026-08-28T12:07:30+00:00
100120,C0074,43.02,USD,completed,2026-08-28T11:29:30+00:00,2026-08-28T12:17:30+00:00
100121,C0024,16.66,USD,cancelled,2026-08-28T09:07:30+00:00,2026-08-28T12:06:30+00:00
100122,C0043,48.18,USD,completed,2026-08-28T10:47:30+00:00,2026-08-28T12:19:30+00:00
100123,C0009,34.61,USD,refunded,2026-08-28T10:55:30+00:00,2026-08-28T12:07:30+00:00
100124,C0066,95.67,USD,refunded,2026-08-28T11:13:30+00:00,2026-08-28T12:07:30+00:00
100125,C0067,39.97,USD,cancelled,2026-08-28T11:05:30+00:00,2026-08-28T12:07:30+00:00
100126,C0058,71.33,USD,completed,2026-08-28T11:09:30+00:00,2026-08-28T12:12:30+00:00
100127,C0066,55.45,USD,refunded,2026-08-28T11:00:30+00:00,2026-08-28T12:03:30+00:00
100128,C0030,62.93,USD,pending,2026-08-28T11:29:30+00:00,2026-08-28T12:05:30+00:00
100129,C0017,34.94,USD,refunded,2026-08-28T10:05:30+00:00,2026-08-28T12:16:30+00:00
100130,C0032,44.26,USD,pending,2026-08-28T10:26:30+00:00,2026-08-28T12:18:30+00:00
100131,C0063,54.9,USD,refunded,2026-08-28T10:41:30+00:00,2026-08-28T12:16:30+00:00
100132,C0002,73.12,USD,completed,2026-08-28T12:14:30+00:00,2026-08-28T12:17:30+00:00
100133,C0010,70.9,USD,completed,2026-08-28T10:45:30+00:00,2026-08-28T12:04:30+00:00
100134,C0025,29.89,USD,completed,2026-08-28T10:26:30+00:00,2026-08-28T12:06:30+00:00
100135,C0040,47.79,USD,completed,2026-08-28T11:16:30+00:00,2026-08-28T12:05:30+00:00
100136,C0051,96.74,USD,completed,2026-08-28T11:44:30+00:00,2026-08-28T12:13:30+00:00
100137,C0073,83.41,USD,cancelled,2026-08-28T09:23:30+00:00,2026-08-28T12:02:30+00:00
100138,C0060,42.0,USD,cancelled,2026-08-28T09:36:30+00:00,2026-08-28T12:15:30+00:00
100139,C0022,43.2,USD,pending,2026-08-28T11:42:30+00:00,2026-08-28T12:07:30+00:00
100140,C0059,133.69,USD,completed,2026-08-28T09:31:30+00:00,2026-08-28T12:14:30+00:00
100141,C0022,84.41,USD,pending,2026-08-28T11:52:30+00:00,2026-08-28T12:04:30+00:00
100142,C0066,22.31,USD,pending,2026-08-28T09:48:30+00:00,2026-08-28T12:09:30+00:00
100143,C0005,179.92,USD,refunded,2026-08-28T12:19:30+00:00,2026-08-28T12:21:30+00:00
100144,C0056,83.59,USD,refunded,2026-08-28T11:25:30+00:00,2026-08-28T12:04:30+00:00
100145,C0030,66.34,USD,refunded,2026-08-28T10:54:30+00:00,2026-08-28T12:15:30+00:00
100146,C0022,43.61,USD,completed,2026-08-28T11:20:30+00:00,2026-08-28T12:14:30+00:00
100147,C0029,31.36,USD,refunded,2026-08-28T09:32:30+00:00,2026-08-28T12:18:30+00:00
100148,C0044,40.06,USD,pending,2026-08-28T12:10:30+00:00,2026-08-28T12:19:30+00:00
100149,C0062,36.97,USD,pending,2026-08-28T11:33:30+00:00,2026-08-28T12:04:30+00:00
100150,C0031,30.09,USD,completed,2026-08-28T10:50:30+00:00,2026-08-28T12:04:30+00:00
100151,C0067,18.59,USD,cancelled,2026-08-28T12:05:30+00:00,2026-08-28T12:17:30+00:00
100152,C0071,122.68,USD,pending,2026-08-28T10:23:30+00:00,2026-08-28T12:08:30+00:00
100153,C0071,118.61,USD,completed,2026-08-28T09:34:30+00:00,2026-08-28T12:15:30+00:00
100154,C0070,78.52,USD,refunded,2026-08-28T11:10:30+00:00,2026-08-28T12:03:30+00:00
100155,C0064,61.19,USD,cancelled,2026-08-28T09:36:30+00:00,2026-08-28T12:17:30+00:00
100156,C0010,40.37,USD,cancelled,2026-08-28T09:25:30+00:00,2026-08-28T12:14:30+00:00
100157,C0027,44.19,USD,completed,2026-08-28T09:30:30+00:00,2026-08-28T12:10:30+00:00
100158,C0010,55.51,USD,cancelled,2026-08-28T09:13:30+00:00,2026-08-28T12:08:30+00:00
100159,C0011,35.07,USD,cancelled,2026-08-28T10:12:30+00:00,2026-08-28T12:15:30+00:00
100160,C0055,66.93,USD,completed,2026-08-28T09:54:30+00:00,2026-08-28T12:09:30+00:00
100161,C0074,55.61,USD,refunded,2026-08-28T10:11:30+00:00,2026-08-28T12:18:30+00:00
100162,C0022,47.67,USD,refunded,2026-08-28T10:11:30+00:00,2026-08-28T12:02:30+00:00
100163,C0074,63.13,USD,cancelled,2026-08-28T10:26:30+00:00,2026-08-28T12:04:30+00:00
100164,C0032,59.26,USD,completed,2026-08-28T11:19:30+00:00,2026-08-28T12:15:30+00:00
100165,C0046,97.12,USD,pending,2026-08-28T11:09:30+00:00,2026-08-28T12:13:30+00:00
100166,C0045,49.62,USD,refunded,2026-08-28T12:00:30+00:00,2026-08-28T12:16:30+00:00
100167,C0044,33.36,USD,cancelled,2026-08-28T10:02:30+00:00,2026-08-28T12:16:30+00:00
100168,C0015,68.22,USD,pending,2026-08-28T10:15:30+00:00,2026-08-28T12:00:30+00:00
100169,C0019,116.74,USD,pending,2026-08-28T11:49:30+00:00,2026-08-28T12:04:30+00:00
100170,C0053,157.6,USD,pending,2026-08-28T10:56:30+00:00,2026-08-28T12:12:30+00:00
100171,C0070,95.07,USD,completed,2026-08-28T11:59:30+00:00,2026-08-28T12:21:30+00:00
100172,C0030,28.91,USD,completed,2026-08-28T11:38:30+00:00,2026-08-28T12:10:30+00:00
100173,C0038,38.61,USD,completed,2026-08-28T11:35:30+00:00,2026-08-28T12:10:30+00:00
100174,C0061,25.08,USD,pending,2026-08-28T10:06:30+00:00,2026-08-28T12:03:30+00:00
100175,C0021,61.51,USD,pending,2026-08-28T12:10:30+00:00,2026-08-28T12:19:30+00:00
100176,C0072,52.8,USD,pending,2026-08-28T09:53:30+00:00,2026-08-28T12:17:30+00:00
100177,C0009,33.39,USD,refunded,2026-08-28T09:35:30+00:00,2026-08-28T12:15:30+00:00
100178,C0005,138.71,USD,completed,2026-08-28T10:05:30+00:00,2026-08-28T12:14:30+00:00
100179,C0055,95.73,USD,completed,2026-08-28T11:23:30+00:00,2026-08-28T12:21:30+00:00
100180,C0002,47.46,USD,completed,2026-08-28T10:59:30+00:00,2026-08-28T12:05:30+00:00
100181,C0055,95.18,USD,completed,2026-08-28T11:31:30+00:00,2026-08-28T12:02:30+00:00
100182,C0036,19.19,USD,completed,2026-08-28T09:50:30+00:00,2026-08-28T12:18:30+00:00
100183,C0066,76.36,USD,completed,2026-08-28T10:19:30+00:00,2026-08-28T12:13:30+00:00
100184,C0032,65.21,USD,completed,2026-08-28T11:29:30+00:00,2026-08-28T12:06:30+00:00
100185,C0045,204.68,USD,pending,2026-08-28T11:44:30+00:00,2026-08-28T12:06:30+00:00
100186,C0001,124.61,USD,completed,2026-08-28T09:44:30+00:00,2026-08-28T12:01:30+00:00
100187,C0031,85.56,USD,pending,2026-08-28T12:03:30+00:00,2026-08-28T12:04:30+00:00
100188,C0034,51.26,USD,completed,2026-08-28T10:42:30+00:00,2026-08-28T12:15:30+00:00
100189,C0017,48.02,USD,completed,2026-08-28T10:41:30+00:00,2026-08-28T12:16:30+00:00
100190,C0030,73.57,USD,cancelled,2026-08-28T11:48:30+00:00,2026-08-28T12:12:30+00:00
100191,C0014,54.82,USD,completed,2026-08-28T12:01:30+00:00,2026-08-28T12:18:30+00:00
100192,C0002,42.06,USD,completed,2026-08-28T10:53:30+00:00,2026-08-28T12:17:30+00:00
100193,C0039,123.84,USD,pending,2026-08-28T10:59:30+00:00,2026-08-28T12:14:30+00:00
100194,C0017,46.98,USD,cancelled,2026-08-28T11:20:30+00:00,2026-08-28T12:03:30+00:00
100195,C0051,23.3,USD,completed,2026-08-28T11:52:30+00:00,2026-08-28T12:18:30+00:00
100196,C0060,73.91,USD,refunded,2026-08-28T09:08:30+00:00,2026-08-28T12:03:30+00:00
100197,C0011,44.8,USD,completed,2026-08-28T11:21:30+00:00,2026-08-28T12:21:30+00:00
100198,C0069,66.27,USD,refunded,2026-08-28T09:59:30+00:00,2026-08-28T12:10:30+00:00
100199,C0006,96.63,USD,cancelled,2026-08-28T11:40:30+00:00,2026-08-28T12:17:30+00:00
100200,C0064,29.99,USD,completed,2026-08-28T11:58:30+00:00,2026-08-28T12:02:30+00:00
100201,C0009,21.61,USD,refunded,2026-08-28T09:32:30+00:00,2026-08-28T12:19:30+00:00
100202,C0005,33.61,USD,completed,2026-08-28T09:25:30+00:00,2026-08-28T12:18:30+00:00
100203,C0016,89.65,USD,completed,2026-08-28T09:30:30+00:00,2026-08-28T12:05:30+00:00
100204,C0023,154.81,USD,completed,2026-08-28T10:31:30+00:00,2026-08-28T12:12:30+00:00
100205,C0022,138.71,USD,cancelled,2026-08-28T10:32:30+00:00,2026-08-28T12:09:30+00:00
100206,C0073,46.24,USD,refunded,2026-08-28T09:38:30+00:00,2026-08-28T12:10:30+00:00
100207,C0056,57.12,USD,completed,2026-08-28T10:15:30+00:00,2026-08-28T12:20:30+00:00
100208,C0047,72.82,USD,pending,2026-08-28T10:56:30+00:00,2026-08-28T12:03:30+00:00
100209,C0060,37.99,USD,refunded,2026-08-28T09:17:30+00:00,2026-08-28T12:17:30+00:00
100210,C0032,58.07,USD,pending,2026-08-28T11:12:30+00:00,2026-08-28T12:07:30+00:00
100211,C0054,52.25,USD,completed,2026-08-28T11:14:30+00:00,2026-08-28T12:06:30+00:00
100212,C0042,107.57,USD,pending,2026-08-28T09:30:30+00:00,2026-08-28T12:01:30+00:00
100213,C0027,45.39,USD,pending,2026-08-28T11:00:30+00:00,2026-08-28T12:10:30+00:00
100214,C0010,162.5,USD,pending,2026-08-28T10:04:30+00:00,2026-08-28T12:12:30+00:00
100215,C0061,91.87,USD,cancelled,2026-08-28T11:50:30+00:00,2026-08-28T12:12:30+00:00
100216,C0044,63.02,USD,completed,2026-08-28T12:01:30+00:00,2026-08-28T12:21:30+00:00
100217,C0030,23.6,USD,completed,2026-08-28T09:34:30+00:00,2026-08-28T12:10:30+00:00
100218,C0008,64.64,USD,completed,2026-08-28T10:44:30+00:00,2026-08-28T12:14:30+00:00
100219,C0006,60.5,USD,completed,2026-08-28T10:10:30+00:00,2026-08-28T12:04:30+00:00
100220,C0001,124.34,USD,completed,2026-08-28T09:31:30+00:00,2026-08-28T12:17:30+00:00
100221,C0017,71.17,USD,completed,2026-08-28T12:01:30+00:00,2026-08-28T12:04:30+00:00
100222,C0054,195.0,USD,completed,2026-08-28T09:34:30+00:00,2026-08-28T12:14:30+00:00
100223,C0025,55.34,USD,pending,2026-08-28T11:54:30+00:00,2026-08-28T12:10:30+00:00
100224,C0045,23.36,USD,completed,2026-08-28T09:54:30+00:00,2026-08-28T12:17:30+00:00
100225,C0054,79.2,USD,completed,2026-08-28T10:57:30+00:00,2026-08-28T12:21:30+00:00
100226,C0008,27.69,USD,cancelled,2026-08-28T11:43:30+00:00,2026-08-28T12:02:30+00:00
100227,C0051,61.65,USD,cancelled,2026-08-28T09:52:30+00:00,2026-08-28T12:08:30+00:00
100228,C0050,39.41,USD,pending,2026-08-28T10:06:30+00:00,2026-08-28T12:04:30+00:00
100229,C0021,110.57,USD,pending,2026-08-28T09:18:30+00:00,2026-08-28T12:15:30+00:00
100230,C0029,35.89,USD,completed,2026-08-28T10:22:30+00:00,2026-08-28T12:17:30+00:00
100231,C0055,89.96,USD,pending,2026-08-28T11:20:30+00:00,2026-08-28T12:05:30+00:00
100232,C0012,22.54,USD,refunded,2026-08-28T11:08:30+00:00,2026-08-28T12:17:30+00:00
100233,C0059,101.83,USD,completed,2026-08-28T11:30:30+00:00,2026-08-28T12:07:30+00:00
100234,C0058,31.14,USD,completed,2026-08-28T09:29:30+00:00,2026-08-28T12:18:30+00:00
100235,C0010,68.92,USD,pending,2026-08-28T11:23:30+00:00,2026-08-28T12:11:30+00:00
100236,C0053,106.79,USD,completed,2026-08-28T10:24:30+00:00,2026-08-28T12:20:30+00:00
100237,C0018,45.13,USD,pending,2026-08-28T10:48:30+00:00,2026-08-28T12:16:30+00:00
100238,C0024,54.88,USD,completed,2026-08-28T09:52:30+00:00,2026-08-28T12:01:30+00:00
100239,C0031,119.38,USD,completed,2026-08-28T10:01:30+00:00,2026-08-28T12:17:30+00:00
100240,C0060,63.54,USD,refunded,2026-08-28T12:08:30+00:00,2026-08-28T12:10:30+00:00
100241,C0039,61.78,USD,cancelled,2026-08-28T10:28:30+00:00,2026-08-28T12:12:30+00:00
100242,C0028,120.56,USD,completed,2026-08-28T11:40:30+00:00,2026-08-28T12:05:30+00:00
100243,C0019,77.6,USD,refunded,2026-08-28T11:47:30+00:00,2026-08-28T12:01:30+00:00
100244,C0056,56.1,USD,completed,2026-08-28T09:57:30+00:00,2026-08-28T12:07:30+00:00
100245,C0007,71.89,USD,completed,2026-08-28T11:48:30+00:00,2026-08-28T12:17:30+00:00
100246,C0045,17.89,USD,completed,2026-08-28T10:40:30+00:00,2026-08-28T12:10:30+00:00
100247,C0061,13.68,USD,cancelled,2026-08-28T10:35:30+00:00,2026-08-28T12:15:30+00:00
100248,C0038,33.86,USD,pending,2026-08-28T09:29:30+00:00,2026-08-28T12:16:30+00:00
100249,C0014,77.1,USD,completed,2026-08-28T10:17:30+00:00,2026-08-28T12:17:30+00:00
100250,C0031,35.11,USD,pending,2026-08-28T11:56:30+00:00,2026-08-28T12:10:30+00:00
100251,C0020,42.52,USD,completed,2026-08-28T11:17:30+00:00,2026-08-28T12:10:30+00:00
100252,C0023,67.8,USD,completed,2026-08-28T09:00:30+00:00,2026-08-28T12:00:30+00:00
100253,C0041,85.27,USD,pending,2026-08-28T09:55:30+00:00,2026-08-28T12:07:30+00:00
100254,C0053,82.35,USD,completed,2026-08-28T10:07:30+00:00,2026-08-28T12:02:30+00:00
100255,C0050,42.34,USD,completed,2026-08-28T10:47:30+00:00,2026-08-28T12:11:30+00:00
100256,C0035,77.29,USD,pending,2026-08-28T09:26:30+00:00,2026-08-28T12:09:30+00:00
100257,C0042,52.6,USD,pending,2026-08-28T10:24:30+00:00,2026-08-28T12:14:30+00:00
100258,C0034,62.63,USD,completed,2026-08-28T09:37:30+00:00,2026-08-28T12:21:30+00:00
100259,C0071,112.19,USD,completed,2026-08-28T11:09:30+00:00,2026-08-28T12:08:30+00:00
100260,C0051,237.02,USD,completed,2026-08-28T11:36:30+00:00,2026-08-28T12:16:30+00:00
100261,C0032,21.82,USD,refunded,2026-08-28T12:12:30+00:00,2026-08-28T12:14:30+00:00
100262,C0061,40.48,USD,completed,2026-08-28T11:41:30+00:00,2026-08-28T12:16:30+00:00
100263,C0056,24.36,USD,completed,2026-08-28T11:59:30+00:00,2026-08-28T12:04:30+00:00
100264,C0040,31.51,USD,completed,2026-08-28T10:51:30+00:00,2026-08-28T12:14:30+00:00
100265,C0016,119.78,USD,completed,2026-08-28T11:07:30+00:00,2026-08-28T12:18:30+00:00
100266,C0051,255.37,USD,cancelled,2026-08-28T09:50:30+00:00,2026-08-28T12:17:30+00:00
100267,C0012,102.92,USD,cancelled,2026-08-28T09:22:30+00:00,2026-08-28T12:05:30+00:00
100268,C0039,42.67,USD,refunded,2026-08-28T09:39:30+00:00,2026-08-28T12:14:30+00:00
100269,C0074,23.86,USD,completed,2026-08-28T10:37:30+00:00,2026-08-28T12:16:30+00:00
