order_id,customer_id,amount,currency,status,created_at,updated_at
100156,C0010,40.37,USD,cancelled,2026-08-29T00:42:23+0000,2026-08-29T03:31:23+0000
100157,C0027,44.19,USD,completed,2026-08-29T00:47:23+0000,2026-08-29T03:27:23+0000
100158,C0010,55.51,USD,cancelled,2026-08-29T00:30:23+0000,2026-08-29T03:25:23+0000
100159,C0011,35.07,USD,cancelled,2026-08-29T01:29:23+0000,2026-08-29T03:32:23+0000
100160,C0055,66.93,USD,completed,2026-08-29T01:11:23+0000,2026-08-29T03:26:23+0000
100161,C0074,55.61,USD,refunded,2026-08-29T01:28:23+0000,2026-08-29T03:35:23+0000
100162,C0022,47.67,USD,refunded,2026-08-29T01:28:23+0000,2026-08-29T03:19:23+0000
100163,C0074,63.13,USD,cancelled,2026-08-29T01:43:23+0000,2026-08-29T03:21:23+0000
100164,C0032,59.26,USD,completed,2026-08-29T02:36:23+0000,2026-08-29T03:32:23+0000
100165,C0046,97.12,USD,pending,2026-08-29T02:26:23+0000,2026-08-29T03:30:23+0000
100166,C0045,49.62,USD,refunded,2026-08-29T03:17:23+0000,2026-08-29T03:33:23+0000
100167,C0044,33.36,USD,cancelled,2026-08-29T01:19:23+0000,2026-08-29T03:33:23+0000
100168,C0015,68.22,USD,pending,2026-08-29T01:32:23+0000,2026-08-29T03:17:23+0000
100169,C0019,116.74,USD,pending,2026-08-29T03:06:23+0000,2026-08-29T03:21:23+0000
100170,C0053,157.6,USD,pending,2026-08-29T02:13:23+0000,2026-08-29T03:29:23+0000
100171,C0070,95.07,USD,completed,2026-08-29T03:16:23+0000,2026-08-29T03:38:23+0000
100172,C0030,28.91,USD,completed,2026-08-29T02:55:23+0000,2026-08-29T03:27:23+0000
100173,C0038,38.61,USD,completed,2026-08-29T02:52:23+0000,2026-08-29T03:27:23+0000
100174,C0061,25.08,USD,pending,2026-08-29T01:23:23+0000,2026-08-29T03:20:23+0000
100175,C0021,61.51,USD,pending,2026-08-29T03:27:23+0000,2026-08-29T03:36:23+0000
100176,C0072,52.8,USD,pending,2026-08-29T01:10:23+0000,2026-08-29T03:34:23+0000
100177,C0009,33.39,USD,refunded,2026-08-29T00:52:23+0000,2026-08-29T03:32:23+0000
100178,C0005,138.71,USD,completed,2026-08-29T01:22:23+0000,2026-08-29T03:31:23+0000
100179,C0055,95.73,USD,completed,2026-08-29T02:40:23+0000,2026-08-29T03:38:23+0000
100180,C0002,47.46,USD,completed,2026-08-29T02:16:23+0000,2026-08-29T03:22:23+0000
100181,C0055,95.18,USD,completed,2026-08-29T02:48:23+0000,2026-08-29T03:19:23+0000
100182,C0036,19.19,USD,completed,2026-08-29T01:07:23+0000,2026-08-29T03:35:23+0000
100183,C0066,76.36,USD,completed,2026-08-29T01:36:23+0000,2026-08-29T03:30:23+0000
100184,C0032,65.21,USD,completed,2026-08-29T02:46:23+0000,2026-08-29T03:23:23+0000
100185,C0045,204.68,USD,pending,2026-08-29T03:01:23+0000,2026-08-29T03:23:23+0000
100186,C0001,124.61,USD,completed,2026-08-29T01:01:23+0000,2026-08-29T03:18:23+0000
100187,C0031,85.56,USD,pending,2026-08-29T03:20:23+0000,2026-08-29T03:21:23+0000
100188,C0034,51.26,USD,completed,2026-08-29T01:59:23+0000,2026-08-29T03:32:23+0000
100189,C0017,48.02,USD,completed,2026-08-29T01:58:23+0000,2026-08-29T03:33:23+0000
100190,C0030,73.57,USD,cancelled,2026-08-29T03:05:23+0000,2026-08-29T03:29:23+0000
100191,C0014,54.82,USD,completed,2026-08-29T03:18:23+0000,2026-08-29T03:35:23+0000
100192,C0002,42.06,USD,completed,2026-08-29T02:10:23+0000,2026-08-29T03:34:23+0000
100193,C0039,123.84,USD,pending,2026-08-29T02:16:23+0000,2026-08-29T03:31:23+0000
100194,C0017,46.98,USD,cancelled,2026-08-29T02:37:23+0000,2026-08-29T03:20:23+0000
100195,C0051,23.3,USD,completed,2026-08-29T03:09:23+0000,2026-08-29T03:35:23+0000
100196,C0060,73.91,USD,refunded,2026-08-29T00:25:23+0000,2026-08-29T03:20:23+0000
100197,C0011,44.8,USD,completed,2026-08-29T02:38:23+0000,2026-08-29T03:38:23+0000
100198,C0069,66.27,USD,refunded,2026-08-29T01:16:23+0000,2026-08-29T03:27:23+0000
100199,C0006,96.63,USD,cancelled,2026-08-29T02:57:23+0000,2026-08-29T03:34:23+0000
100200,C0064,29.99,USD,completed,2026-08-29T03:15:23+0000,2026-08-29T03:19:23+0000
100201,C0009,21.61,USD,refunded,2026-08-29T00:49:23+0000,2026-08-29T03:36:23+0000
100202,C0005,33.61,USD,completed,2026-08-29T00:42:23+0000,2026-08-29T03:35:23+0000
100203,C0016,89.65,USD,completed,2026-08-29T00:47:23+0000,2026-08-29T03:22:23+0000
100204,C0023,154.81,USD,completed,2026-08-29T01:48:23+0000,2026-08-29T03:29:23+0000
100205,C0022,138.71,USD,cancelled,2026-08-29T01:49:23+0000,2026-08-29T03:26:23+0000
100206,C0073,46.24,USD,refunded,2026-08-29T00:55:23+0000,2026-08-29T03:27:23+0000
100207,C0056,57.12,USD,completed,2026-08-29T01:32:23+0000,2026-08-29T03:37:23+0000
100208,C0047,72.82,USD,pending,2026-08-29T02:13:23+0000,2026-08-29T03:20:23+0000
100209,C0060,37.99,USD,refunded,2026-08-29T00:34:23+0000,2026-08-29T03:34:23+0000
100210,C0032,58.07,USD,pending,2026-08-29T02:29:23+0000,2026-08-29T03:24:23+0000
100211,C0054,52.25,USD,completed,2026-08-29T02:31:23+0000,2026-08-29T03:23:23+0000
100212,C0042,107.57,USD,pending,2026-08-29T00:47:23+0000,2026-08-29T03:18:23+0000
100213,C0027,45.39,USD,pending,2026-08-29T02:17:23+0000,2026-08-29T03:27:23+0000
100214,C0010,162.5,USD,pending,2026-08-29T01:21:23+0000,2026-08-29T03:29:23+0000
100215,C0061,91.87,USD,cancelled,2026-08-29T03:07:23+0000,2026-08-29T03:29:23+0000
100216,C0044,63.02,USD,completed,2026-08-29T03:18:23+0000,2026-08-29T03:38:23+0000
100217,C0030,23.6,USD,completed,2026-08-29T00:51:23+0000,2026-08-29T03:27:23+0000
100218,C0008,64.64,USD,completed,2026-08-29T02:01:23+0000,2026-08-29T03:31:23+0000
100219,C0006,60.5,USD,completed,2026-08-29T01:27:23+0000,2026-08-29T03:21:23+0000
100220,C0001,124.34,USD,completed,2026-08-29T00:48:23+0000,2026-08-29T03:34:23+0000
100221,C0017,71.17,USD,completed,2026-08-29T03:18:23+0000,2026-08-29T03:21:23+0000
100222,C0054,195.0,USD,completed,2026-08-29T00:51:23+0000,2026-08-29T03:31:23+0000
100223,C0025,55.34,USD,pending,2026-08-29T03:11:23+0000,2026-08-29T03:27:23+0000
100224,C0045,23.36,USD,completed,2026-08-29T01:11:23+0000,2026-08-29T03:34:23+0000
100225,C0054,79.2,USD,completed,2026-08-29T02:14:23+0000,2026-08-29T03:38:23+0000
100226,C0008,27.69,USD,cancelled,2026-08-29T03:00:23+0000,2026-08-29T03:19:23+0000
100227,C0051,61.65,USD,cancelled,2026-08-29T01:09:23+0000,2026-08-29T03:25:23+0000
100228,C0050,39.41,USD,pending,2026-08-29T01:23:23+0000,2026-08-29T03:21:23+0000
100229,C0021,110.57,USD,pending,2026-08-29T00:35:23+0000,2026-08-29T03:32:23+0000
100230,C0029,35.89,USD,completed,2026-08-29T01:39:23+0000,2026-08-29T03:34:23+0000
100231,C0055,89.96,USD,pending,2026-08-29T02:37:23+0000,2026-08-29T03:22:23+0000
100232,C0012,22.54,USD,refunded,2026-08-29T02:25:23+0000,2026-08-29T03:34:23+0000
100233,C0059,101.83,USD,completed,2026-08-29T02:47:23+0000,2026-08-29T03:24:23+0000
100234,C0058,31.14,USD,completed,2026-08-29T00:46:23+0000,2026-08-29T03:35:23+0000
100235,C0010,68.92,USD,pending,2026-08-29T02:40:23+0000,2026-08-29T03:28:23+0000
100236,C0053,106.79,USD,completed,2026-08-29T01:41:23+0000,2026-08-29T03:37:23+0000
100237,C0018,45.13,USD,pending,2026-08-29T02:05:23+0000,2026-08-29T03:33:23+0000
100238,C0024,54.88,USD,completed,2026-08-29T01:09:23+0000,2026-08-29T03:18:23+0000
100239,C0031,119.38,USD,completed,2026-08-29T01:18:23+0000,2026-08-29T03:34:23+0000
100240,C0060,63.54,USD,refunded,2026-08-29T03:25:23+0000,2026-08-29T03:27:23+0000
100241,C0039,61.78,USD,cancelled,2026-08-29T01:45:23+0000,2026-08-29T03:29:23+0000
100242,C0028,120.56,USD,completed,2026-08-29T02:57:23+0000,2026-08-29T03:22:23+0000
100243,C0019,77.6,USD,refunded,2026-08-29T03:04:23+0000,2026-08-29T03:18:23+0000
100244,C0056,56.1,USD,completed,2026-08-29T01:14:23+0000,2026-08-29T03:24:23+0000
100245,C0007,71.89,USD,completed,2026-08-29T03:05:23+0000,2026-08-29T03:34:23+0000
100246,C0045,17.89,USD,completed,2026-08-29T01:57:23+0000,2026-08-29T03:27:23+0000
100247,C0061,13.68,USD,cancelled,2026-08-29T01:52:23+0000,2026-08-29T03:32:23+0000
100248,C0038,33.86,USD,pending,2026-08-29T00:46:23+0000,2026-08-29T03:33:23+0000
100249,C0014,77.1,USD,completed,2026-08-29T01:34:23+0000,2026-08-29T03:34:23+0000
100250,C0031,35.11,USD,pending,2026-08-29T03:13:23+0000,2026-08-29T03:27:23+0000
100251,C0020,42.52,USD,completed,2026-08-29T02:34:23+0000,2026-08-29T03:27:23+0000
100252,C0023,67.8,USD,completed,2026-08-29T00:17:23+0000,2026-08-29T03:17:23+0000
100253,C0041,85.27,USD,pending,2026-08-29T01:12:23+0000,2026-08-29T03:24:23+0000
100254,C0053,82.35,USD,completed,2026-08-29T01:24:23+0000,2026-08-29T03:19:23+0000
100255,C0050,42.34,USD,completed,2026-08-29T02:04:23+0000,2026-08-29T03:28:23+0000
100256,C0035,77.29,USD,pending,2026-08-29T00:43:23+0000,2026-08-29T03:26:23+0000
100257,C0042,52.6,USD,pending,2026-08-29T01:41:23+0000,2026-08-29T03:31:23+0000
100258,C0034,62.63,USD,completed,2026-08-29T00:54:23+0000,2026-08-29T03:38:23+0000
100259,C0071,112.19,USD,completed,2026-08-29T02:26:23+0000,2026-08-29T03:25:23+0000
100260,C0051,237.02,USD,completed,2026-08-29T02:53:23+0000,2026-08-29T03:33:23+0000
100261,C0032,21.82,USD,refunded,2026-08-29T03:29:23+0000,2026-08-29T03:31:23+0000
100262,C0061,40.48,USD,completed,2026-08-29T02:58:23+0000,2026-08-29T03:33:23+0000
100263,C0056,24.36,USD,completed,2026-08-29T03:16:23+0000,2026-08-29T03:21:23+0000
100264,C0040,31.51,USD,completed,2026-08-29T02:08:23+0000,2026-08-29T03:31:23+0000
100265,C0016,119.78,USD,completed,2026-08-29T02:24:23+0000,2026-08-29T03:35:23+0000
100266,C0051,255.37,USD,cancelled,2026-08-29T01:07:23+0000,2026-08-29T03:34:23+0000
100267,C0012,102.92,USD,cancelled,2026-08-29T00:39:23+0000,2026-08-29T03:22:23+0000
100268,C0039,42.67,USD,refunded,2026-08-29T00:56:23+0000,2026-08-29T03:31:23+0000
100269,C0074,23.86,USD,completed,2026-08-29T01:54:23+0000,2026-08-29T03:33:23+0000
100270,C0036,19.9,USD,completed,2026-08-29T00:47:23+0000,2026-08-29T03:25:23+0000
100271,C0047,112.78,USD,cancelled,2026-08-29T00:24:23+0000,2026-08-29T03:19:23+0000
100272,C0056,98.43,USD,refunded,2026-08-29T01:26:23+0000,2026-08-29T03:21:23+0000
100273,C0047,49.34,USD,pending,2026-08-29T01:35:23+0000,2026-08-29T03:37:23+0000
100274,C0063,117.73,USD,pending,2026-08-29T02:19:23+0000,2026-08-29T03:23:23+0000
100275,C0041,84.52,USD,completed,2026-08-29T03:12:23+0000,2026-08-29T03:37:23+0000
100276,C0062,109.34,USD,pending,2026-08-29T01:14:23+0000,2026-08-29T03:32:23+0000
100277,C0059,48.09,USD,completed,2026-08-29T01:18:23+0000,2026-08-29T03:25:23+0000
100278,C0045,128.39,USD,completed,2026-08-29T01:41:23+0000,2026-08-29T03:19:23+0000
100279,C0014,26.75,USD,pending,2026-08-29T02:39:23+0000,2026-08-29T03:31:23+0000
100280,C0052,72.76,USD,completed,2026-08-29T02:22:23+0000,2026-08-29T03:34:23+0000
